event_id,event_date,event_time,event_body,event_location,event_item_id,agenda_number,agenda_sequence,title,matter_file,matter_type,matter_status,matter_id,matter_title,matter_intro_date,matter_enactment_number,matter_requester,matter_body_name,passed,vote_type,consent,tally,mover,seconder,roll_call_flag,socrata_item_number,socrata_agenda_info,socrata_final_action,agenda_link,minutes_link,video_link,attachment_links,Adam  Bazaldua,Cara Mendelsohn,Chad West,Eric Johnson,Gay Donnell Willis,Jaime Resendez,Jesse  Moreno,Kathy Stewart,Laura Cadena,Lorie Blair,Maxie Johnson,Paul Ridley,Paula Blackmon,William Roth,Zarin D. Gracey
3725,2025-09-24,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",98610,8.,28,"Authorize Supplemental Agreement No. 3 to extend the service contract with CentralSquare Technologies, LLC (previously Public Safety Corporation) for the processing of applications and renewals of security alarm permits and the collection of fees associated with the security alarm permits, and false alarms for the Dallas Police Department extending the term from October 1, 2025 to December 31, 2025 - Estimated Net Revenue: General Fund $875,000.00",25-2702A,CONSENT AGENDA,Approved,22314,"Authorize Supplemental Agreement No. 3 to extend the service contract with CentralSquare Technologies, LLC (previously Public Safety Corporation) for the processing of applications and renewals of security alarm permits and the collection of fees associated with the security alarm permits, and false alarms for the Dallas Police Department extending the term from October 1, 2025 to December 31, 2025 - Estimated Net Revenue: General Fund $875,000.00",2025-09-05,25-1510; APPROVED,Dallas Police Department (DPD),Dallas Police Department,1,Socrata Roll Call,,,,,0,8,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/9/3725_A_City_Council_25-09-24_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/092425Min.pdf,https://dallastx.new.swagit.com/videos/356549,https://cityofdallas.legistar1.com/cityofdallas/attachments/26cb2099-0d5b-4a9f-8aba-15fd8f95eb2c.docx,YES,YES,YES,AWVT,AWVT,ABSNT,YES,YES,YES,YES,YES,YES,YES,ABSNT,YES
3725,2025-09-24,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",98264,9.,30,"Authorize payments to Dallas County for processing and maintaining the City prisoners at the Lew Sterrett Criminal Justice Center for the period October 1, 2025, through September 30, 2026 - Not to exceed $8,705,882.00 - Financing: General Fund (subject to appropriations)",25-2597A,CONSENT AGENDA,Remanded to a Council Committee,22209,"Authorize payments to Dallas County for processing and maintaining the City prisoners at the Lew Sterrett Criminal Justice Center for the period October 1, 2025, through September 30, 2026 - Not to exceed $8,705,882.00 - Financing: General Fund (subject to appropriations)",2025-08-20,25-1511; REMANDED TO THE PUBLIC SAFTEY COUNCIL COMMITTEE BY COUNCILMEMBER MENDELSOHN,Department of Dallas Municipal Court (DMC),Department of Dallas Municipal Court,,Socrata Roll Call,,,,,0,9,AGENDA,REMANDED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/9/3725_A_City_Council_25-09-24_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/092425Min.pdf,https://dallastx.new.swagit.com/videos/356549,https://cityofdallas.legistar1.com/cityofdallas/attachments/20c11b54-c4e2-4351-a68a-624b60312915.docx,NO,YES,YES,AWVT,NO,ABSNT,YES,YES,NO,YES,YES,YES,NO,ABSNT,YES
3725,2025-09-24,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",98266,10.,32,"Authorize a two-year Interlocal Agreement with Dallas County as its Health Authority in providing essential public health services for the City of Dallas for the period October 1, 2025 through September 30, 2027 - Not to exceed $20,000.00 - Financing: General Fund",25-2684A,CONSENT AGENDA,Remanded to a Council Committee,22296,"Authorize a two-year Interlocal Agreement with Dallas County as its Health Authority in providing essential public health services for the City of Dallas for the period October 1, 2025 through September 30, 2027 - Not to exceed $20,000.00 - Financing: General Fund",2025-08-29,"25-1512; REMANDED TO THE QUALITY OF LIFE COUNCIL, ARTS AND CULTURE COUNCIL COMMITTEE BY COUNCILMEMBER MENDELSOHN",Office of Emergency Management and Crisis Response (ECR),Office of Emergency Management and Crisis Response,,Socrata Roll Call,,,,,0,10,AGENDA,REMANDED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/9/3725_A_City_Council_25-09-24_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/092425Min.pdf,https://dallastx.new.swagit.com/videos/356549,https://cityofdallas.legistar1.com/cityofdallas/attachments/f983afb8-b2be-44b1-b7c9-191092c17e5a.docx,NO,YES,YES,YES,NO,ABSNT,YES,YES,NO,NO,AWVT,YES,NO,ABSNT,YES
3725,2025-09-24,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",98269,11.,36,"Authorize (1) execution of contracts with fully-licensed childcare providers (see Exhibit A), and with any other fully-licensed childcare providers, pursuant to the Early Childhood and Out-of-School Time Services Program (the “ECOSTS Program”), selected by eligible parents whose income falls in the low-to moderate income range of the U.S. Department of Housing and Urban Development Area Median Income criteria and who otherwise meet the ECOSTS Program requirements; (2) execution of any and all documents required by the contract; for the period of October 1, 2025 through September 30, 2026; (3) approve the ECOSTS Program Statement (see Attachment A); and (4) approval of the ECOSTS Policy and Procedures for Providers and Parents (Subsidy Program Only) (see Attachment B and C) - Not to exceed $550,000.00 - Financing: 2025-26 Community Development Block Grant Fund",25-2385A,CONSENT AGENDA,Approved,21997,"Authorize (1) execution of contracts with fully-licensed childcare providers (see Exhibit A), and with any other fully-licensed childcare providers, pursuant to the Early Childhood and Out-of-School Time Services Program (the “ECOSTS Program”), selected by eligible parents whose income falls in the low-to moderate income range of the U.S. Department of Housing and Urban Development Area Median Income criteria and who otherwise meet the ECOSTS Program requirements; (2) execution of any and all documents required by the contract; for the period of October 1, 2025 through September 30, 2026; (3) approve the ECOSTS Program Statement (see Attachment A); and (4) approval of the ECOSTS Policy and Procedures for Providers and Parents (Subsidy Program Only) (see Attachment B and C) - Not to exceed $550,000.00 - Financing: 2025-26 Community Development Block Grant Fund",2025-07-21,25-1513; APPROVED,Office of Community Care and Empowerment (OCC),Office of Community Care and Empowerment,1,Socrata Roll Call,,,,,0,11,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/9/3725_A_City_Council_25-09-24_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/092425Min.pdf,https://dallastx.new.swagit.com/videos/356549,https://cityofdallas.legistar1.com/cityofdallas/attachments/0c9bb976-4222-4bfa-9543-8e22d3a6a498.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/8128bc36-2c0c-4114-92eb-39539800c70d.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/aa0d219e-82a4-4cd4-81fe-15685c98192f.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/f5ed5f84-eab6-4cb8-839b-2dd097a2ec52.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/37491c9f-977c-46b0-b901-caa3c9bf8c30.docx,YES,YES,YES,AWVT,AWVT,ABSNT,YES,YES,YES,YES,YES,YES,YES,ABSNT,YES
3725,2025-09-24,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",98270,12.,37,"Authorize an Interlocal Agreement with Dallas County on behalf of Dallas County Health and Human Services in the amount of $3,074,600.00 to provide scattered site housing assistance for persons with human immunodeficiency virus/acquired immunodeficiency syndrome (AIDS) for the period October 1, 2025 through September 30, 2026 - Not to exceed $3,074,600.00 - Financing: FY 2024-25 Housing Opportunities for Persons with AIDS Grant Funds ($2,106,133.67) and FY 2025-26 Housing Opportunities for Persons with AIDS Grant Funds ($968,466.33)",25-2600A,CONSENT AGENDA,Approved,22212,"Authorize an Interlocal Agreement with Dallas County on behalf of Dallas County Health and Human Services in the amount of $3,074,600.00 to provide scattered site housing assistance for persons with human immunodeficiency virus/acquired immunodeficiency syndrome (AIDS) for the period October 1, 2025 through September 30, 2026 - Not to exceed $3,074,600.00 - Financing: FY 2024-25 Housing Opportunities for Persons with AIDS Grant Funds ($2,106,133.67) and FY 2025-26 Housing Opportunities for Persons with AIDS Grant Funds ($968,466.33)",2025-08-21,25-1514; APPROVED,Office of Community Care and Empowerment (OCC),Office of Community Care and Empowerment,1,Socrata Roll Call,,,,,0,12,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/9/3725_A_City_Council_25-09-24_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/092425Min.pdf,https://dallastx.new.swagit.com/videos/356549,https://cityofdallas.legistar1.com/cityofdallas/attachments/b419d2df-4850-4b21-bda5-e020c4e4d496.docx,YES,YES,YES,AWVT,AWVT,ABSNT,YES,YES,YES,YES,YES,YES,YES,ABSNT,YES
3725,2025-09-24,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",98271,13.,38,"Authorize one-year subrecipient agreement(s), with two one-year renewal options, contingent on available funding, with a term beginning on October 1, 2025, approved as to form by the City Attorney, with subrecipients for Housing Opportunities for Persons with AIDS (HOPWA) programs as follows: (a) Health Services of North Texas, Inc. for Emergency/Tenant Based Rental Assistance in total contract amount not to exceed $863,225.00; (b) Legacy Counseling Center, Inc. for Facility Based Housing Services  in a total contract amount not to exceed $240,429.00; (c) Legacy Counseling Center, Inc. for Master Leasing Services in a total contract amount not to exceed $693,031.00; (d) Legacy Counseling Center, Inc. for Housing Information Services in a total contract amount  not to exceed $147,980.00; (e) PWA Coalition of Dallas, Inc. dba AIDS Services of Dallas for Emergency/Tenant Based Rental Assistance in a total contract amount not to exceed $260,810.00; (f) PWA Coalition of Dallas, Inc. dba AIDS Services of Dallas for Facility Based Housing Services in a total contract amount not to exceed $1,624,273.00; and (g) PWA Coalition of Dallas, Inc. dba AIDS Services of Dallas for Master Leasing and Emergency Voucher Services in a total contract amount not to exceed $336,790.00 - Total not to exceed $4,166,538.00 - Financing: FY 2024-25 Housing Opportunities for Persons with AIDS Grant Fund ($22,713.00) and FY 2025-26 Housing Opportunities for Persons with AIDS Grant Fund ($4,143,825.00)",25-2604A,CONSENT AGENDA,Approved as an Individual Item,22216,"Authorize one-year subrecipient agreement(s), with two one-year renewal options, contingent on available funding, with a term beginning on October 1, 2025, approved as to form by the City Attorney, with subrecipients for Housing Opportunities for Persons with AIDS (HOPWA) programs as follows: (a) Health Services of North Texas, Inc. for Emergency/Tenant Based Rental Assistance in total contract amount not to exceed $863,225.00; (b) Legacy Counseling Center, Inc. for Facility Based Housing Services  in a total contract amount not to exceed $240,429.00; (c) Legacy Counseling Center, Inc. for Master Leasing Services in a total contract amount not to exceed $693,031.00; (d) Legacy Counseling Center, Inc. for Housing Information Services in a total contract amount  not to exceed $147,980.00; (e) PWA Coalition of Dallas, Inc. dba AIDS Services of Dallas for Emergency/Tenant Based Rental Assistance in a total contract amount not to exceed $260,810.00; (f) PWA Coalition of Dallas, Inc. dba AIDS Services of Dallas for Facility Based Housing Services in a total contract amount not to exceed $1,624,273.00; and (g) PWA Coalition of Dallas, Inc. dba AIDS Services of Dallas for Master Leasing and Emergency Voucher Services in a total contract amount not to exceed $336,790.00 - Total not to exceed $4,166,538.00 - Financing: FY 2024-25 Housing Opportunities for Persons with AIDS Grant Fund ($22,713.00) and FY 2025-26 Housing Opportunities for Persons with AIDS Grant Fund ($4,143,825.00)",2025-08-21,25-1515; APPROVED AS AN INDIVIDUAL ITEM,Office of Community Care and Empowerment (OCC),Office of Community Care and Empowerment,1,Socrata Roll Call,,,,,0,13,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/9/3725_A_City_Council_25-09-24_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/092425Min.pdf,https://dallastx.new.swagit.com/videos/356549,https://cityofdallas.legistar1.com/cityofdallas/attachments/8f2ba892-c840-42b0-9e9e-477c35c7fcdf.docx,YES,YES,YES,YES,YES,ABSNT,YES,YES,YES,YES,YES,YES,YES,ABSNT,YES
3725,2025-09-24,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",98275,14.,40,"Authorize a Multiple Use Agreement with the Texas Department of Transportation (TxDOT) for the construction, maintenance, and operation of the Trinity Forest Spine Trail North Phase 2 within the TxDOT right-of-way within Scyene Road - Financing: This action has no cost consideration to the City (see Fiscal Information)",25-2587A,CONSENT AGENDA,Approved,22199,"Authorize a Multiple Use Agreement with the Texas Department of Transportation (TxDOT) for the construction, maintenance, and operation of the Trinity Forest Spine Trail North Phase 2 within the TxDOT right-of-way within Scyene Road - Financing: This action has no cost consideration to the City (see Fiscal Information)",2025-08-19,25-1516; APPROVED,Park & Recreation Department (PKR),Park & Recreation Department,1,Socrata Roll Call,,,,,0,14,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/9/3725_A_City_Council_25-09-24_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/092425Min.pdf,https://dallastx.new.swagit.com/videos/356549,https://cityofdallas.legistar1.com/cityofdallas/attachments/66815c07-30b2-49bb-92c2-21ff37f5ec97.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/806bb79d-6922-42c0-8643-9a0aac1c4337.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/8cc6f263-0499-47df-a73a-13fc6bf7703b.pdf,YES,YES,YES,AWVT,AWVT,ABSNT,YES,YES,YES,YES,YES,YES,YES,ABSNT,YES
3725,2025-09-24,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",98583,15.,41,"Authorize a Multiple Use Agreement with the Texas Department of Transportation (TxDOT) for the construction, maintenance, and operation of the Trinity Forest Spine Trail North Phase 2 within the TxDOT right-of-way under the Interstate 30 overpass at Samuell Boulevard - Financing: This action has no cost consideration to the City (see Fiscal Information)",25-2690A,CONSENT AGENDA,Approved,22302,"Authorize a Multiple Use Agreement with the Texas Department of Transportation (TxDOT) for the construction, maintenance, and operation of the Trinity Forest Spine Trail North Phase 2 within the TxDOT right-of-way under the Interstate 30 overpass at Samuell Boulevard - Financing: This action has no cost consideration to the City (see Fiscal Information)",2025-09-02,25-1517; APPROVED,Park & Recreation Department (PKR),Park & Recreation Department,1,Socrata Roll Call,,,,,0,15,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/9/3725_A_City_Council_25-09-24_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/092425Min.pdf,https://dallastx.new.swagit.com/videos/356549,https://cityofdallas.legistar1.com/cityofdallas/attachments/d8b7451f-653f-4666-a147-ed758163e2cd.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/c994692b-a179-4b73-a813-65bde1fbcd61.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/7a52107a-1569-4b61-87fa-bc8fec4f69f6.docx,YES,YES,YES,AWVT,AWVT,ABSNT,YES,YES,YES,YES,YES,YES,YES,ABSNT,YES
3725,2025-09-24,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",98276,16.,42,"Authorize the (1) acceptance of a grant from the Texas Parks and Wildlife Department (TPWD) for the Local Parks Urban Indoor Recreation Grant Program (TPWD P.O. No. CA-0007606, Project No. 56-25004) in the amount of $2,054,250.00, of which the State’s reimbursement to the City of Dallas is $1,027,125.00, the State’s portion is $1,027,125.000, and the local match portion is $1,027,125.00 to be provided by the Park and Recreation Facilities (B) Fund (2024 General Obligation Bond Fund), for the renovations and upgrades of the Marcus Park Recreation Center located at 3003 Northaven Road for the period January 23, 2025 through April 30, 2029; (2) establishment of appropriations in an amount not to exceed $1,027,125.00 in the TPWD Local Parks Grant Program - Marcus Recreation Center Fund; (3) receipt and deposit of funds in an amount not to exceed $1,027,125.00 in the TPWD Local Parks Grant Program - Marcus Recreation Center Fund; (4) local match in the amount not to exceed $1,027,125.00 in the Park and Recreation Facilities (B) Fund (2024 General Obligation Bond Fund); and (5) execution of the grant agreement with TPWD and all terms, conditions and documents required by the grant agreement – Total not to exceed $2,054,250.00 – Financing: TPWD Local Parks Grant Program - Marcus Recreation Center Fund ($1,027,125.00), and Park and Recreation Facilities (B) Fund (2024 General Obligation Bond Fund) ($1,027,125.00)",25-2593A,CONSENT AGENDA,Approved,22205,"Authorize the (1) acceptance of a grant from the Texas Parks and Wildlife Department (TPWD) for the Local Parks Urban Indoor Recreation Grant Program (TPWD P.O. No. CA-0007606, Project No. 56-25004) in the amount of $2,054,250.00, of which the State’s reimbursement to the City of Dallas is $1,027,125.00, the State’s portion is $1,027,125.000, and the local match portion is $1,027,125.00 to be provided by the Park and Recreation Facilities (B) Fund (2024 General Obligation Bond Fund), for the renovations and upgrades of the Marcus Park Recreation Center located at 3003 Northaven Road for the period January 23, 2025 through April 30, 2029; (2) establishment of appropriations in an amount not to exceed $1,027,125.00 in the TPWD Local Parks Grant Program - Marcus Recreation Center Fund; (3) receipt and deposit of funds in an amount not to exceed $1,027,125.00 in the TPWD Local Parks Grant Program - Marcus Recreation Center Fund; (4) local match in the amount not to exceed $1,027,125.00 in the Park and Recreation Facilities (B) Fund (2024 General Obligation Bond Fund); and (5) execution of the grant agreement with TPWD and all terms, conditions and documents required by the grant agreement – Total not to exceed $2,054,250.00 – Financing: TPWD Local Parks Grant Program - Marcus Recreation Center Fund ($1,027,125.00), and Park and Recreation Facilities (B) Fund (2024 General Obligation Bond Fund) ($1,027,125.00)",2025-08-20,25-1518; APPROVED,Park & Recreation Department (PKR),Park & Recreation Department,1,Socrata Roll Call,,,,,0,16,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/9/3725_A_City_Council_25-09-24_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/092425Min.pdf,https://dallastx.new.swagit.com/videos/356549,https://cityofdallas.legistar1.com/cityofdallas/attachments/c07fef04-32dd-4556-97bf-83b495e68d94.pdf|https://cityofdallas.legistar1.com/cityofdallas/attachments/4795f337-67b8-44fc-8258-7e03726829fe.docx,YES,YES,YES,AWVT,AWVT,ABSNT,YES,YES,YES,YES,YES,YES,YES,ABSNT,YES
3725,2025-09-24,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",98665,17.,45,"Authorize (1) Supplemental Agreement No. 2 to the owner's representative - design/construction project management services contract with Dikita Enterprises, lnc. for the implementation of Component Four of the Kay Bailey Hutchison Convention Center Dallas (KBHCCD) master plan in the an amount not to exceed of $469,054.00 for additional project management services and owner’s representation necessary to temporarily relocate The Black Academy of Arts and Letters as tenant of the KBHCCD Theater Complex to  The Women’s Museum, including Phase 1: Project Management/Preconstruction Services and Phase 2: Services during Cconstruction;  and (2) the establishment of appropriations in an amount not to exceed $469,054.00 in the Convention Center Revenue Bonds Series 2023 Fund, from $9,552,031.00 to $10,021,085.00 - Financing:  Convention Center Revenue Bonds Series 2023 Fund",25-2026A,CONSENT AGENDA,Corrected; Approved as an Individual Item,21648,"Authorize (1) Supplemental Agreement No. 2 to the owner's representative - design/construction project management services contract with Dikita Enterprises, lnc. for the implementation of Component Four of the Kay Bailey Hutchison Convention Center Dallas (KBHCCD) master plan in the an amount not to exceed of $469,054.00 for additional project management services and owner’s representation necessary to temporarily relocate The Black Academy of Arts and Letters as tenant of the KBHCCD Theater Complex to  The Women’s Museum, including Phase 1: Project Management/Preconstruction Services and Phase 2: Services during Cconstruction;  and (2) the establishment of appropriations in an amount not to exceed $469,054.00 in the Convention Center Revenue Bonds Series 2023 Fund, from $9,552,031.00 to $10,021,085.00 - Financing:  Convention Center Revenue Bonds Series 2023 Fund",2025-06-03,25-1519; CORRECTED; APPROVED AS AN INDIVIDUAL ITEM,Department of Convention and Event Services (CES),Department of Convention and Event Services,1,Socrata Roll Call,,,,,0,17,AGENDA,APPROVED CORRECTED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/9/3725_A_City_Council_25-09-24_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/092425Min.pdf,https://dallastx.new.swagit.com/videos/356549,https://cityofdallas.legistar1.com/cityofdallas/attachments/a00e0f2b-e391-4fb0-85eb-4b0d95b6ad8d.docx,YES,NO,YES,YES,YES,ABSNT,YES,YES,YES,YES,YES,YES,YES,ABSNT,YES
3725,2025-09-24,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",98666,18.,46,"Authorize (1) Supplemental Agreement No. 2 to the project manager/owner's representative services agreement with McKissack & McKissack, Inc. for (a) additional services associated with the implementation of Component Three of the Kay Bailey Hutchison Convention Center Dallas master plan, which includes project management/owner’s representation for the Secondary Arena Facility located at 1200 North Cockrell Hill Road, Dallas, Texas 75211, not to exceed $3,338,807.00 (b) the a one year contract extension to include additional services to their contract is for in the project management/owner’s representation for of the rehabilitation/renovation of the Dallas Memorial Auditorium (Arena), in alignment with Supplemental Agreement 1 with the and necessitated by the City’s obligations under the Full Court Partners LLC, d/b/a/ Dallas Wings contract for not to exceed $2,624,537.00; and (2) the establishment of appropriations in an amount not to exceed $5,963,344.00, from $7,982,340.00 to $13,945,684.00 in the Convention Center Revenue Bonds Series 2023 Fund - Financing: Convention Center Revenue Bonds Series 2023 Fund",25-2247A,CONSENT AGENDA,Corrected; Approved as an Individual Item,21859,"Authorize (1) Supplemental Agreement No. 2 to the project manager/owner's representative services agreement with McKissack & McKissack, Inc. for (a) additional services associated with the implementation of Component Three of the Kay Bailey Hutchison Convention Center Dallas master plan, which includes project management/owner’s representation for the Secondary Arena Facility located at 1200 North Cockrell Hill Road, Dallas, Texas 75211, not to exceed $3,338,807.00 (b) the a one year contract extension to include additional services to their contract is for in the project management/owner’s representation for of the rehabilitation/renovation of the Dallas Memorial Auditorium (Arena), in alignment with Supplemental Agreement 1 with the and necessitated by the City’s obligations under the Full Court Partners LLC, d/b/a/ Dallas Wings contract for not to exceed $2,624,537.00; and (2) the establishment of appropriations in an amount not to exceed $5,963,344.00, from $7,982,340.00 to $13,945,684.00 in the Convention Center Revenue Bonds Series 2023 Fund - Financing: Convention Center Revenue Bonds Series 2023 Fund",2025-06-30,25-1520; CORRECTED; APPROVED AS AN INDIVIDUAL ITEM,Department of Convention and Event Services (CES),Department of Convention and Event Services,1,Socrata Roll Call,,,,,0,18,AGENDA,APPROVED CORRECTED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/9/3725_A_City_Council_25-09-24_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/092425Min.pdf,https://dallastx.new.swagit.com/videos/356549,https://cityofdallas.legistar1.com/cityofdallas/attachments/99a2130b-cf01-4426-8663-fcbc8bfd94a3.docx|https://cityofdallas.legistar1.com/cityofdallas/attachments/591030a2-64f3-4826-acc8-7f04fe42e293.pdf,YES,NO,YES,YES,YES,ABSNT,NO,YES,YES,YES,YES,NO,YES,ABSNT,YES
3725,2025-09-24,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",98279,19.,48,"An ordinance correcting Section 51A-7.205, “Athletic Field Signs, Special Purpose Signs, Movement Control Signs, and Protective Signs,” of Chapter 51A,  “Dallas Development Code: Ordinance No. 19455, as amended,” of the Dallas City Code; (1) providing  a saving clause; (2) providing a severability clause; and (3) providing an effective date - Financing: No cost consideration to the City",25-2634A,CONSENT AGENDA,Approved,22246,"An ordinance correcting Section 51A-7.205, “Athletic Field Signs, Special Purpose Signs, Movement Control Signs, and Protective Signs,” of Chapter 51A,  “Dallas Development Code: Ordinance No. 19455, as amended,” of the Dallas City Code; (1) providing  a saving clause; (2) providing a severability clause; and (3) providing an effective date - Financing: No cost consideration to the City",2025-08-26,25-1521; APPROVED; ORDINANCE 33234,Department of Planning and Development (PDV),Department of Planning and Development,1,Socrata Roll Call,,,,,0,19,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/9/3725_A_City_Council_25-09-24_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/092425Min.pdf,https://dallastx.new.swagit.com/videos/356549,https://cityofdallas.legistar1.com/cityofdallas/attachments/b22461b5-6811-49f1-a78c-b878fa5bacfa.pdf,YES,YES,YES,AWVT,AWVT,ABSNT,YES,YES,YES,YES,YES,YES,YES,ABSNT,YES
3725,2025-09-24,9:00 AM,City Council,"COUNCIL CHAMBERS, CITY HALL",98286,20.,51,"Authorize an Interlocal Agreement with Dallas County to accept funds in an amount not to exceed $1,300,000.00, to be granted to the Bridge Steps for homeless assistance services to be provided at The Bridge Homeless Recovery Center for the period October 1, 2025 through September 30, 2026 – Estimated Revenue: General Fund $1,300,000.00",25-2281A,CONSENT AGENDA,Approved,21893,"Authorize an Interlocal Agreement with Dallas County to accept funds in an amount not to exceed $1,300,000.00, to be granted to the Bridge Steps for homeless assistance services to be provided at The Bridge Homeless Recovery Center for the period October 1, 2025 through September 30, 2026 – Estimated Revenue: General Fund $1,300,000.00",2025-07-07,25-1522; APPROVED,Office of Homeless Solutions (OHS),Office of Homeless Solutions,1,Socrata Roll Call,,,,,0,20,AGENDA,APPROVED,https://cityofdallas.legistar1.com/cityofdallas/meetings/2025/9/3725_A_City_Council_25-09-24_COUNCIL_AGENDA.pdf,https://citysecretary2.dallascityhall.com/pdf/CC2025/092425Min.pdf,https://dallastx.new.swagit.com/videos/356549,https://cityofdallas.legistar1.com/cityofdallas/attachments/29be066a-4873-4261-b0ad-6d3d90d8eb8d.docx,YES,YES,YES,AWVT,AWVT,ABSNT,YES,YES,YES,YES,YES,YES,YES,ABSNT,YES
